"CABELLO";"OJOS";"PIEL";"CROMA_CAB";"CROMA_OJOS";"CROMA_PIEL"
"rubio platino";"ambar";"amarillento";"brillante";"suave";"brillante"
"rubio platino";"ambar";"amarillento";"brillante";"brillante";"suave"
"rubio platino";"ambar";"amarillento";"brillante";"brillante";"brillante"
"rubio platino";"ambar";"moreno claro / dorado";"suave";"suave";"suave"
"rubio platino";"ambar";"moreno claro / dorado";"suave";"suave";"brillante"
"rubio platino";"ambar";"moreno claro / dorado";"suave";"brillante";"suave"
"rubio platino";"ambar";"moreno claro / dorado";"suave";"brillante";"brillante"
"rubio platino";"ambar";"moreno claro / dorado";"brillante";"suave";"suave"
"rubio platino";"ambar";"moreno claro / dorado";"brillante";"suave";"brillante"
"rubio platino";"ambar";"moreno claro / dorado";"brillante";"brillante";"suave"
"rubio platino";"ambar";"moreno claro / dorado";"brillante";"brillante";"brillante"
"rubio platino";"ambar";"moreno / marron claro";"suave";"suave";"suave"
"rubio platino";"ambar";"moreno / marron claro";"suave";"suave";"brillante"
"rubio platino";"ambar";"moreno / marron claro";"suave";"brillante";"suave"
"rubio platino";"ambar";"moreno / marron claro";"suave";"brillante";"brillante"
"rubio platino";"ambar";"moreno / marron claro";"brillante";"suave";"suave"
"rubio platino";"ambar";"moreno / marron claro";"brillante";"suave";"brillante"
"rubio platino";"ambar";"moreno / marron claro";"brillante";"brillante";"suave"
"rubio platino";"ambar";"moreno / marron claro";"brillante";"brillante";"brillante"
"rubio platino";"verde";"melocoton";"suave";"suave";"suave"
"rubio platino";"verde";"melocoton";"suave";"suave";"brillante"
"rubio platino";"verde";"melocoton";"suave";"brillante";"suave"
"rubio platino";"verde";"melocoton";"suave";"brillante";"brillante"
"rubio platino";"verde";"melocoton";"brillante";"suave";"suave"
"rubio platino";"verde";"melocoton";"brillante";"suave";"brillante"
"rubio platino";"verde";"melocoton";"brillante";"brillante";"suave"
"rubio platino";"verde";"melocoton";"brillante";"brillante";"brillante"
"rubio platino";"verde";"blanco / palido";"suave";"suave";"suave"
"rubio platino";"verde";"blanco / palido";"suave";"suave";"brillante"
"rubio platino";"verde";"blanco / palido";"suave";"brillante";"suave"
"rubio platino";"verde";"blanco / palido";"suave";"brillante";"brillante"
"rubio platino";"verde";"blanco / palido";"brillante";"suave";"suave"
"rubio platino";"verde";"blanco / palido";"brillante";"suave";"brillante"
"rubio platino";"verde";"blanco / palido";"brillante";"brillante";"suave"
"rubio platino";"verde";"blanco / palido";"brillante";"brillante";"brillante"
"rubio platino";"verde";"rosada";"suave";"suave";"suave"
"rubio platino";"verde";"rosada";"suave";"suave";"brillante"
"rubio platino";"verde";"rosada";"suave";"brillante";"suave"
"rubio platino";"verde";"rosada";"suave";"brillante";"brillante"
"rubio platino";"verde";"rosada";"brillante";"suave";"suave"
"rubio platino";"verde";"rosada";"brillante";"suave";"brillante"
"rubio platino";"verde";"rosada";"brillante";"brillante";"suave"
"rubio platino";"verde";"rosada";"brillante";"brillante";"brillante"
"rubio platino";"verde";"negro";"suave";"suave";"suave"
"rubio platino";"verde";"negro";"suave";"suave";"brillante"
"rubio platino";"verde";"negro";"suave";"brillante";"suave"
"rubio platino";"verde";"negro";"suave";"brillante";"brillante"
"rubio platino";"verde";"negro";"brillante";"suave";"suave"
"rubio platino";"verde";"negro";"brillante";"suave";"brillante"
"rubio platino";"verde";"negro";"brillante";"brillante";"suave"
"rubio platino";"verde";"negro";"brillante";"brillante";"brillante"
"rubio platino";"verde";"amarillento";"suave";"suave";"suave"
"rubio platino";"verde";"amarillento";"suave";"suave";"brillante"
"rubio platino";"verde";"amarillento";"suave";"brillante";"suave"
"rubio platino";"verde";"amarillento";"suave";"brillante";"brillante"
"rubio platino";"verde";"amarillento";"brillante";"suave";"suave"
"rubio platino";"verde";"amarillento";"brillante";"suave";"brillante"
"rubio platino";"verde";"amarillento";"brillante";"brillante";"suave"
"rubio platino";"verde";"amarillento";"brillante";"brillante";"brillante"
"rubio platino";"verde";"moreno claro / dorado";"suave";"suave";"suave"
"rubio platino";"verde";"moreno claro / dorado";"suave";"suave";"brillante"
"rubio platino";"verde";"moreno claro / dorado";"suave";"brillante";"suave"
"rubio platino";"verde";"moreno claro / dorado";"suave";"brillante";"brillante"
"rubio platino";"verde";"moreno claro / dorado";"brillante";"suave";"suave"
"rubio platino";"verde";"moreno claro / dorado";"brillante";"suave";"brillante"
"rubio platino";"verde";"moreno claro / dorado";"brillante";"brillante";"suave"
"rubio platino";"verde";"moreno claro / dorado";"brillante";"brillante";"brillante"
"rubio platino";"verde";"moreno / marron claro";"suave";"suave";"suave"
"rubio platino";"verde";"moreno / marron claro";"suave";"suave";"brillante"
"rubio platino";"verde";"moreno / marron claro";"suave";"brillante";"suave"
"rubio platino";"verde";"moreno / marron claro";"suave";"brillante";"brillante"
"rubio platino";"verde";"moreno / marron claro";"brillante";"suave";"suave"
"rubio platino";"verde";"moreno / marron claro";"brillante";"suave";"brillante"
"rubio platino";"verde";"moreno / marron claro";"brillante";"brillante";"suave"
"rubio platino";"verde";"moreno / marron claro";"brillante";"brillante";"brillante"
"rubio platino";"miel";"melocoton";"suave";"suave";"suave"
"rubio platino";"miel";"melocoton";"suave";"suave";"brillante"
"rubio platino";"miel";"melocoton";"suave";"brillante";"suave"
"rubio platino";"miel";"melocoton";"suave";"brillante";"brillante"
"rubio platino";"miel";"melocoton";"brillante";"suave";"suave"
"rubio platino";"miel";"melocoton";"brillante";"suave";"brillante"
"rubio platino";"miel";"melocoton";"brillante";"brillante";"suave"
"rubio platino";"miel";"melocoton";"brillante";"brillante";"brillante"
"rubio platino";"miel";"blanco / palido";"suave";"suave";"suave"
"rubio platino";"miel";"blanco / palido";"suave";"suave";"brillante"
"rubio platino";"miel";"blanco / palido";"suave";"brillante";"suave"
"rubio platino";"miel";"blanco / palido";"suave";"brillante";"brillante"
"rubio platino";"miel";"blanco / palido";"brillante";"suave";"suave"
"rubio platino";"miel";"blanco / palido";"brillante";"suave";"brillante"
"rubio platino";"miel";"blanco / palido";"brillante";"brillante";"suave"
"rubio platino";"miel";"blanco / palido";"brillante";"brillante";"brillante"
"rubio platino";"miel";"rosada";"suave";"suave";"suave"
"rubio platino";"miel";"rosada";"suave";"suave";"brillante"
"rubio platino";"miel";"rosada";"suave";"brillante";"suave"
"rubio platino";"miel";"rosada";"suave";"brillante";"brillante"
"rubio platino";"miel";"rosada";"brillante";"suave";"suave"
"rubio platino";"miel";"rosada";"brillante";"suave";"brillante"
"rubio platino";"miel";"rosada";"brillante";"brillante";"suave"
"rubio platino";"miel";"rosada";"brillante";"brillante";"brillante"
"rubio platino";"miel";"negro";"suave";"suave";"suave"
"rubio platino";"miel";"negro";"suave";"suave";"brillante"
"rubio platino";"miel";"negro";"suave";"brillante";"suave"
"rubio platino";"miel";"negro";"suave";"brillante";"brillante"
"rubio platino";"miel";"negro";"brillante";"suave";"suave"
"rubio platino";"miel";"negro";"brillante";"suave";"brillante"
"rubio platino";"miel";"negro";"brillante";"brillante";"suave"
"rubio platino";"miel";"negro";"brillante";"brillante";"brillante"
"rubio platino";"miel";"amarillento";"suave";"suave";"suave"
"rubio platino";"miel";"amarillento";"suave";"suave";"brillante"
"rubio platino";"miel";"amarillento";"suave";"brillante";"suave"
"rubio platino";"miel";"amarillento";"suave";"brillante";"brillante"
"rubio platino";"miel";"amarillento";"brillante";"suave";"suave"
"rubio platino";"miel";"amarillento";"brillante";"suave";"brillante"
"rubio platino";"miel";"amarillento";"brillante";"brillante";"suave"
"rubio platino";"miel";"amarillento";"brillante";"brillante";"brillante"
"rubio platino";"miel";"moreno claro / dorado";"suave";"suave";"suave"
"rubio platino";"miel";"moreno claro / dorado";"suave";"suave";"brillante"
"rubio platino";"miel";"moreno claro / dorado";"suave";"brillante";"suave"
"rubio platino";"miel";"moreno claro / dorado";"suave";"brillante";"brillante"
"rubio platino";"miel";"moreno claro / dorado";"brillante";"suave";"suave"
"rubio platino";"miel";"moreno claro / dorado";"brillante";"suave";"brillante"
"rubio platino";"miel";"moreno claro / dorado";"brillante";"brillante";"suave"
"rubio platino";"miel";"moreno claro / dorado";"brillante";"brillante";"brillante"
"rubio platino";"miel";"moreno / marron claro";"suave";"suave";"suave"
"rubio platino";"miel";"moreno / marron claro";"suave";"suave";"brillante"
"rubio platino";"miel";"moreno / marron claro";"suave";"brillante";"suave"
"rubio platino";"miel";"moreno / marron claro";"suave";"brillante";"brillante"
"rubio platino";"miel";"moreno / marron claro";"brillante";"suave";"suave"
"rubio platino";"miel";"moreno / marron claro";"brillante";"suave";"brillante"
"rubio platino";"miel";"moreno / marron claro";"brillante";"brillante";"suave"
"rubio platino";"miel";"moreno / marron claro";"brillante";"brillante";"brillante"
"castano";"gris";"melocoton";"suave";"suave";"suave"
"castano";"gris";"melocoton";"suave";"suave";"brillante"
"castano";"gris";"melocoton";"suave";"brillante";"suave"
"castano";"gris";"melocoton";"suave";"brillante";"brillante"
"castano";"gris";"melocoton";"brillante";"suave";"suave"
"castano";"gris";"melocoton";"brillante";"suave";"brillante"
"castano";"gris";"melocoton";"brillante";"brillante";"suave"
"castano";"gris";"melocoton";"brillante";"brillante";"brillante"
"castano";"gris";"blanco / palido";"suave";"suave";"suave"
"castano";"gris";"blanco / palido";"suave";"suave";"brillante"
"castano";"gris";"blanco / palido";"suave";"brillante";"suave"
"castano";"gris";"blanco / palido";"suave";"brillante";"brillante"
"castano";"gris";"blanco / palido";"brillante";"suave";"suave"
"castano";"gris";"blanco / palido";"brillante";"suave";"brillante"
"castano";"gris";"blanco / palido";"brillante";"brillante";"suave"
"castano";"gris";"blanco / palido";"brillante";"brillante";"brillante"
"castano";"gris";"rosada";"suave";"suave";"suave"
"castano";"gris";"rosada";"suave";"suave";"brillante"
"castano";"gris";"rosada";"suave";"brillante";"suave"
"castano";"gris";"rosada";"suave";"brillante";"brillante"
"castano";"gris";"rosada";"brillante";"suave";"suave"
"castano";"gris";"rosada";"brillante";"suave";"brillante"
"castano";"gris";"rosada";"brillante";"brillante";"suave"
"castano";"gris";"rosada";"brillante";"brillante";"brillante"
"castano";"gris";"negro";"suave";"suave";"suave"
"castano";"gris";"negro";"suave";"suave";"brillante"
"castano";"gris";"negro";"suave";"brillante";"suave"
"castano";"gris";"negro";"suave";"brillante";"brillante"
"castano";"gris";"negro";"brillante";"suave";"suave"
"castano";"gris";"negro";"brillante";"suave";"brillante"
"castano";"gris";"negro";"brillante";"brillante";"suave"
"castano";"gris";"negro";"brillante";"brillante";"brillante"
"castano";"gris";"amarillento";"suave";"suave";"suave"
"castano";"gris";"amarillento";"suave";"suave";"brillante"
"castano";"gris";"amarillento";"suave";"brillante";"suave"
"castano";"gris";"amarillento";"suave";"brillante";"brillante"
"castano";"gris";"amarillento";"brillante";"suave";"suave"
"castano";"gris";"amarillento";"brillante";"suave";"brillante"
"castano";"gris";"amarillento";"brillante";"brillante";"suave"
"castano";"gris";"amarillento";"brillante";"brillante";"brillante"
"castano";"gris";"moreno claro / dorado";"suave";"suave";"suave"
"castano";"gris";"moreno claro / dorado";"suave";"suave";"brillante"
"castano";"gris";"moreno claro / dorado";"suave";"brillante";"suave"
"castano";"gris";"moreno claro / dorado";"suave";"brillante";"brillante"
"castano";"gris";"moreno claro / dorado";"brillante";"suave";"suave"
"castano";"gris";"moreno claro / dorado";"brillante";"suave";"brillante"
"castano";"gris";"moreno claro / dorado";"brillante";"brillante";"suave"
"castano";"gris";"moreno claro / dorado";"brillante";"brillante";"brillante"
"castano";"gris";"moreno / marron claro";"suave";"suave";"suave"
"castano";"gris";"moreno / marron claro";"suave";"suave";"brillante"
"castano";"gris";"moreno / marron claro";"suave";"brillante";"suave"
"castano";"gris";"moreno / marron claro";"suave";"brillante";"brillante"
"castano";"gris";"moreno / marron claro";"brillante";"suave";"suave"
"castano";"gris";"moreno / marron claro";"brillante";"suave";"brillante"
"castano";"gris";"moreno / marron claro";"brillante";"brillante";"suave"
"castano";"gris";"moreno / marron claro";"brillante";"brillante";"brillante"
"castano";"negro";"melocoton";"suave";"suave";"suave"
"castano";"negro";"melocoton";"suave";"suave";"brillante"
"castano";"negro";"melocoton";"suave";"brillante";"suave"
"castano";"negro";"melocoton";"suave";"brillante";"brillante"
"castano";"negro";"melocoton";"brillante";"suave";"suave"
"castano";"negro";"melocoton";"brillante";"suave";"brillante"
"castano";"negro";"melocoton";"brillante";"brillante";"suave"
"castano";"negro";"melocoton";"brillante";"brillante";"brillante"
"castano";"negro";"blanco / palido";"suave";"suave";"suave"
"castano";"negro";"blanco / palido";"suave";"suave";"brillante"
"castano";"negro";"blanco / palido";"suave";"brillante";"suave"
"castano";"negro";"blanco / palido";"suave";"brillante";"brillante"
"castano";"negro";"blanco / palido";"brillante";"suave";"suave"
"castano";"negro";"blanco / palido";"brillante";"suave";"brillante"
"castano";"negro";"blanco / palido";"brillante";"brillante";"suave"
"castano";"negro";"blanco / palido";"brillante";"brillante";"brillante"
"castano";"negro";"rosada";"suave";"suave";"suave"
"castano";"negro";"rosada";"suave";"suave";"brillante"
"castano";"negro";"rosada";"suave";"brillante";"suave"
"castano";"negro";"rosada";"suave";"brillante";"brillante"
"castano";"negro";"rosada";"brillante";"suave";"suave"
"castano";"negro";"rosada";"brillante";"suave";"brillante"
"castano";"negro";"rosada";"brillante";"brillante";"suave"
"castano";"negro";"rosada";"brillante";"brillante";"brillante"
"castano";"negro";"negro";"suave";"suave";"suave"
"castano";"negro";"negro";"suave";"suave";"brillante"
"castano";"negro";"negro";"suave";"brillante";"suave"
"castano";"negro";"negro";"suave";"brillante";"brillante"
"castano";"negro";"negro";"brillante";"suave";"suave"
"castano";"negro";"negro";"brillante";"suave";"brillante"
"castano";"negro";"negro";"brillante";"brillante";"suave"
"castano";"negro";"negro";"brillante";"brillante";"brillante"
"castano";"negro";"amarillento";"suave";"suave";"suave"
"castano";"negro";"amarillento";"suave";"suave";"brillante"
"castano";"negro";"amarillento";"suave";"brillante";"suave"
"castano";"negro";"amarillento";"suave";"brillante";"brillante"
"castano";"negro";"amarillento";"brillante";"suave";"suave"
"castano";"negro";"amarillento";"brillante";"suave";"brillante"
"castano";"negro";"amarillento";"brillante";"brillante";"suave"
"castano";"negro";"amarillento";"brillante";"brillante";"brillante"
"castano";"negro";"moreno claro / dorado";"suave";"suave";"suave"
"castano";"negro";"moreno claro / dorado";"suave";"suave";"brillante"
"castano";"negro";"moreno claro / dorado";"suave";"brillante";"suave"
"castano";"negro";"moreno claro / dorado";"suave";"brillante";"brillante"
"castano";"negro";"moreno claro / dorado";"brillante";"suave";"suave"
"castano";"negro";"moreno claro / dorado";"brillante";"suave";"brillante"
"castano";"negro";"moreno claro / dorado";"brillante";"brillante";"suave"
"castano";"negro";"moreno claro / dorado";"brillante";"brillante";"brillante"
"castano";"negro";"moreno / marron claro";"suave";"suave";"suave"
"castano";"negro";"moreno / marron claro";"suave";"suave";"brillante"
"castano";"negro";"moreno / marron claro";"suave";"brillante";"suave"
"castano";"negro";"moreno / marron claro";"suave";"brillante";"brillante"
"castano";"negro";"moreno / marron claro";"brillante";"suave";"suave"
"castano";"negro";"moreno / marron claro";"brillante";"suave";"brillante"
"castano";"negro";"moreno / marron claro";"brillante";"brillante";"suave"
"castano";"negro";"moreno / marron claro";"brillante";"brillante";"brillante"
"castano";"marron oscuro";"melocoton";"suave";"suave";"suave"
"castano";"marron oscuro";"melocoton";"suave";"suave";"brillante"
"castano";"marron oscuro";"melocoton";"suave";"brillante";"suave"
"castano";"marron oscuro";"melocoton";"suave";"brillante";"brillante"
"castano";"marron oscuro";"melocoton";"brillante";"suave";"suave"
"castano";"marron oscuro";"melocoton";"brillante";"suave";"brillante"
"castano";"marron oscuro";"melocoton";"brillante";"brillante";"suave"
"castano";"marron oscuro";"melocoton";"brillante";"brillante";"brillante"
"castano";"marron oscuro";"blanco / palido";"suave";"suave";"suave"
"castano";"marron oscuro";"blanco / palido";"suave";"suave";"brillante"
"castano";"marron oscuro";"blanco / palido";"suave";"brillante";"suave"
"castano";"marron oscuro";"blanco / palido";"suave";"brillante";"brillante"
"castano";"marron oscuro";"blanco / palido";"brillante";"suave";"suave"
"castano";"marron oscuro";"blanco / palido";"brillante";"suave";"brillante"
"castano";"marron oscuro";"blanco / palido";"brillante";"brillante";"suave"
"castano";"marron oscuro";"blanco / palido";"brillante";"brillante";"brillante"
"castano";"marron oscuro";"rosada";"suave";"suave";"suave"
"castano";"marron oscuro";"rosada";"suave";"suave";"brillante"
"castano";"marron oscuro";"rosada";"suave";"brillante";"suave"
"castano";"marron oscuro";"rosada";"suave";"brillante";"brillante"
"castano";"marron oscuro";"rosada";"brillante";"suave";"suave"
"castano";"marron oscuro";"rosada";"brillante";"suave";"brillante"
"castano";"marron oscuro";"rosada";"brillante";"brillante";"suave"
"castano";"marron oscuro";"rosada";"brillante";"brillante";"brillante"
"castano";"marron oscuro";"negro";"suave";"suave";"suave"
"castano";"marron oscuro";"negro";"suave";"suave";"brillante"
"castano";"marron oscuro";"negro";"suave";"brillante";"suave"
"castano";"marron oscuro";"negro";"suave";"brillante";"brillante"
"castano";"marron oscuro";"negro";"brillante";"suave";"suave"
"castano";"marron oscuro";"negro";"brillante";"suave";"brillante"
"castano";"marron oscuro";"negro";"brillante";"brillante";"suave"
"castano";"marron oscuro";"negro";"brillante";"brillante";"brillante"
"castano";"marron oscuro";"amarillento";"suave";"suave";"suave"
"castano";"marron oscuro";"amarillento";"suave";"suave";"brillante"
"castano";"marron oscuro";"amarillento";"suave";"brillante";"suave"
"castano";"marron oscuro";"amarillento";"suave";"brillante";"brillante"
"castano";"marron oscuro";"amarillento";"brillante";"suave";"suave"
"castano";"marron oscuro";"amarillento";"brillante";"suave";"brillante"
"castano";"marron oscuro";"amarillento";"brillante";"brillante";"suave"
"castano";"marron oscuro";"amarillento";"brillante";"brillante";"brillante"
"castano";"marron oscuro";"moreno claro / dorado";"suave";"suave";"suave"
"castano";"marron oscuro";"moreno claro / dorado";"suave";"suave";"brillante"
"castano";"marron oscuro";"moreno claro / dorado";"suave";"brillante";"suave"
"castano";"marron oscuro";"moreno claro / dorado";"suave";"brillante";"brillante"
"castano";"marron oscuro";"moreno claro / dorado";"brillante";"suave";"suave"
"castano";"marron oscuro";"moreno claro / dorado";"brillante";"suave";"brillante"
"castano";"marron oscuro";"moreno claro / dorado";"brillante";"brillante";"suave"
"castano";"marron oscuro";"moreno claro / dorado";"brillante";"brillante";"brillante"
"castano";"marron oscuro";"moreno / marron claro";"suave";"suave";"suave"
"castano";"marron oscuro";"moreno / marron claro";"suave";"suave";"brillante"
"castano";"marron oscuro";"moreno / marron claro";"suave";"brillante";"suave"
"castano";"marron oscuro";"moreno / marron claro";"suave";"brillante";"brillante"
"castano";"marron oscuro";"moreno / marron claro";"brillante";"suave";"suave"
"castano";"marron oscuro";"moreno / marron claro";"brillante";"suave";"brillante"
"castano";"marron oscuro";"moreno / marron claro";"brillante";"brillante";"suave"
"castano";"marron oscuro";"moreno / marron claro";"brillante";"brillante";"brillante"
"castano";"azul";"melocoton";"suave";"suave";"suave"
"castano";"azul";"melocoton";"suave";"suave";"brillante"
"castano";"azul";"melocoton";"suave";"brillante";"suave"
"castano";"azul";"melocoton";"suave";"brillante";"brillante"
"castano";"azul";"melocoton";"brillante";"suave";"suave"
"castano";"azul";"melocoton";"brillante";"suave";"brillante"
"castano";"azul";"melocoton";"brillante";"brillante";"suave"
"castano";"azul";"melocoton";"brillante";"brillante";"brillante"
"castano";"azul";"blanco / palido";"suave";"suave";"suave"
"castano";"azul";"blanco / palido";"suave";"suave";"brillante"
"castano";"azul";"blanco / palido";"suave";"brillante";"suave"
"castano";"azul";"blanco / palido";"suave";"brillante";"brillante"
"castano";"azul";"blanco / palido";"brillante";"suave";"suave"
"castano";"azul";"blanco / palido";"brillante";"suave";"brillante"
"castano";"azul";"blanco / palido";"brillante";"brillante";"suave"
"castano";"azul";"blanco / palido";"brillante";"brillante";"brillante"
"castano";"azul";"rosada";"suave";"suave";"suave"
"castano";"azul";"rosada";"suave";"suave";"brillante"
"castano";"azul";"rosada";"suave";"brillante";"suave"
"castano";"azul";"rosada";"suave";"brillante";"brillante"
"castano";"azul";"rosada";"brillante";"suave";"suave"
"castano";"azul";"rosada";"brillante";"suave";"brillante"
"castano";"azul";"rosada";"brillante";"brillante";"suave"
"castano";"azul";"rosada";"brillante";"brillante";"brillante"
"castano";"azul";"negro";"suave";"suave";"suave"
"castano";"azul";"negro";"suave";"suave";"brillante"
"castano";"azul";"negro";"suave";"brillante";"suave"
"castano";"azul";"negro";"suave";"brillante";"brillante"
"castano";"azul";"negro";"brillante";"suave";"suave"
"castano";"azul";"negro";"brillante";"suave";"brillante"
"castano";"azul";"negro";"brillante";"brillante";"suave"
"castano";"azul";"negro";"brillante";"brillante";"brillante"
"castano";"azul";"amarillento";"suave";"suave";"suave"
"castano";"azul";"amarillento";"suave";"suave";"brillante"
"castano";"azul";"amarillento";"suave";"brillante";"suave"
"castano";"azul";"amarillento";"suave";"brillante";"brillante"
"castano";"azul";"amarillento";"brillante";"suave";"suave"
"castano";"azul";"amarillento";"brillante";"suave";"brillante"
"castano";"azul";"amarillento";"brillante";"brillante";"suave"
"castano";"azul";"amarillento";"brillante";"brillante";"brillante"
"castano";"azul";"moreno claro / dorado";"suave";"suave";"suave"
"castano";"azul";"moreno claro / dorado";"suave";"suave";"brillante"
"castano";"azul";"moreno claro / dorado";"suave";"brillante";"suave"
"castano";"azul";"moreno claro / dorado";"suave";"brillante";"brillante"
"castano";"azul";"moreno claro / dorado";"brillante";"suave";"suave"
"castano";"azul";"moreno claro / dorado";"brillante";"suave";"brillante"
"castano";"azul";"moreno claro / dorado";"brillante";"brillante";"suave"
"castano";"azul";"moreno claro / dorado";"brillante";"brillante";"brillante"
"castano";"azul";"moreno / marron claro";"suave";"suave";"suave"
"castano";"azul";"moreno / marron claro";"suave";"suave";"brillante"
"castano";"azul";"moreno / marron claro";"suave";"brillante";"suave"
"castano";"azul";"moreno / marron claro";"suave";"brillante";"brillante"
"castano";"azul";"moreno / marron claro";"brillante";"suave";"suave"
"castano";"azul";"moreno / marron claro";"brillante";"suave";"brillante"
"castano";"azul";"moreno / marron claro";"brillante";"brillante";"suave"
"castano";"azul";"moreno / marron claro";"brillante";"brillante";"brillante"
"castano";"almendra";"melocoton";"suave";"suave";"suave"
"castano";"almendra";"melocoton";"suave";"suave";"brillante"
"castano";"almendra";"melocoton";"suave";"brillante";"suave"
"castano";"almendra";"melocoton";"suave";"brillante";"brillante"
"castano";"almendra";"melocoton";"brillante";"suave";"suave"
"castano";"almendra";"melocoton";"brillante";"suave";"brillante"
"castano";"almendra";"melocoton";"brillante";"brillante";"suave"
"castano";"almendra";"melocoton";"brillante";"brillante";"brillante"
"castano";"almendra";"blanco / palido";"suave";"suave";"suave"
"castano";"almendra";"blanco / palido";"suave";"suave";"brillante"
"castano";"almendra";"blanco / palido";"suave";"brillante";"suave"
"castano";"almendra";"blanco / palido";"suave";"brillante";"brillante"
"castano";"almendra";"blanco / palido";"brillante";"suave";"suave"
"castano";"almendra";"blanco / palido";"brillante";"suave";"brillante"
"castano";"almendra";"blanco / palido";"brillante";"brillante";"suave"
"castano";"almendra";"blanco / palido";"brillante";"brillante";"brillante"
"castano";"almendra";"rosada";"suave";"suave";"suave"
"castano";"almendra";"rosada";"suave";"suave";"brillante"
"castano";"almendra";"rosada";"suave";"brillante";"suave"
"castano";"almendra";"rosada";"suave";"brillante";"brillante"
"castano";"almendra";"rosada";"brillante";"suave";"suave"
"castano";"almendra";"rosada";"brillante";"suave";"brillante"
"castano";"almendra";"rosada";"brillante";"brillante";"suave"
"castano";"almendra";"rosada";"brillante";"brillante";"brillante"
"castano";"almendra";"negro";"suave";"suave";"suave"
"castano";"almendra";"negro";"suave";"suave";"brillante"
"castano";"almendra";"negro";"suave";"brillante";"suave"
"castano";"almendra";"negro";"suave";"brillante";"brillante"
"castano";"almendra";"negro";"brillante";"suave";"suave"
"castano";"almendra";"negro";"brillante";"suave";"brillante"
"castano";"almendra";"negro";"brillante";"brillante";"suave"
"castano";"almendra";"negro";"brillante";"brillante";"brillante"
"castano";"almendra";"amarillento";"suave";"suave";"suave"
"castano";"almendra";"amarillento";"suave";"suave";"brillante"
"castano";"almendra";"amarillento";"suave";"brillante";"suave"
"castano";"almendra";"amarillento";"suave";"brillante";"brillante"
"castano";"almendra";"amarillento";"brillante";"suave";"suave"
"castano";"almendra";"amarillento";"brillante";"suave";"brillante"
"castano";"almendra";"amarillento";"brillante";"brillante";"suave"
"castano";"almendra";"amarillento";"brillante";"brillante";"brillante"
"castano";"almendra";"moreno claro / dorado";"suave";"suave";"suave"
"castano";"almendra";"moreno claro / dorado";"suave";"suave";"brillante"
"castano";"almendra";"moreno claro / dorado";"suave";"brillante";"suave"
"castano";"almendra";"moreno claro / dorado";"suave";"brillante";"brillante"
"castano";"almendra";"moreno claro / dorado";"brillante";"suave";"suave"
"castano";"almendra";"moreno claro / dorado";"brillante";"suave";"brillante"
"castano";"almendra";"moreno claro / dorado";"brillante";"brillante";"suave"
"castano";"almendra";"moreno claro / dorado";"brillante";"brillante";"brillante"
"castano";"almendra";"moreno / marron claro";"suave";"suave";"suave"
"castano";"almendra";"moreno / marron claro";"suave";"suave";"brillante"
"castano";"almendra";"moreno / marron claro";"suave";"brillante";"suave"
"castano";"almendra";"moreno / marron claro";"suave";"brillante";"brillante"
"castano";"almendra";"moreno / marron claro";"brillante";"suave";"suave"
"castano";"almendra";"moreno / marron claro";"brillante";"suave";"brillante"
"castano";"almendra";"moreno / marron claro";"brillante";"brillante";"suave"
"castano";"almendra";"moreno / marron claro";"brillante";"brillante";"brillante"
"castano";"ambar";"melocoton";"suave";"suave";"suave"
"castano";"ambar";"melocoton";"suave";"suave";"brillante"
"castano";"ambar";"melocoton";"suave";"brillante";"suave"
"castano";"ambar";"melocoton";"suave";"brillante";"brillante"
"castano";"ambar";"melocoton";"brillante";"suave";"suave"
"castano";"ambar";"melocoton";"brillante";"suave";"brillante"
"castano";"ambar";"melocoton";"brillante";"brillante";"suave"
"castano";"ambar";"melocoton";"brillante";"brillante";"brillante"
"castano";"ambar";"blanco / palido";"suave";"suave";"suave"
"castano";"ambar";"blanco / palido";"suave";"suave";"brillante"
"castano";"ambar";"blanco / palido";"suave";"brillante";"suave"
"castano";"ambar";"blanco / palido";"suave";"brillante";"brillante"
"castano";"ambar";"blanco / palido";"brillante";"suave";"suave"
"castano";"ambar";"blanco / palido";"brillante";"suave";"brillante"
"castano";"ambar";"blanco / palido";"brillante";"brillante";"suave"
"castano";"ambar";"blanco / palido";"brillante";"brillante";"brillante"
"castano";"ambar";"rosada";"suave";"suave";"suave"
"castano";"ambar";"rosada";"suave";"suave";"brillante"
"castano";"ambar";"rosada";"suave";"brillante";"suave"
"castano";"ambar";"rosada";"suave";"brillante";"brillante"
"castano";"ambar";"rosada";"brillante";"suave";"suave"
"castano";"ambar";"rosada";"brillante";"suave";"brillante"
"castano";"ambar";"rosada";"brillante";"brillante";"suave"
"castano";"ambar";"rosada";"brillante";"brillante";"brillante"
"castano";"ambar";"negro";"suave";"suave";"suave"
"castano";"ambar";"negro";"suave";"suave";"brillante"
"castano";"ambar";"negro";"suave";"brillante";"suave"
"castano";"ambar";"negro";"suave";"brillante";"brillante"
"castano";"ambar";"negro";"brillante";"suave";"suave"
"castano";"ambar";"negro";"brillante";"suave";"brillante"
"castano";"ambar";"negro";"brillante";"brillante";"suave"
"castano";"ambar";"negro";"brillante";"brillante";"brillante"
"castano";"ambar";"amarillento";"suave";"suave";"suave"
"castano";"ambar";"amarillento";"suave";"suave";"brillante"
