ID,CABELLO,OJOS,PIEL,CROMA_CAB,CROMA_OJOS,CROMA_PIEL,TEMP_OJOS,TEMP_PIEL,TEMP_CAB,VALOR_CAB,VALOR_OJOS,VALOR_PIEL,TEMP_TOTAL,VALOR_TOTAL,CROMA_TOTAL,PALETAS
1103,rubio platino,azul,amarillento,brillante,brillante,brillante,frio,calido,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1104,rubio platino,azul,moreno claro / dorado,suave,suave,suave,frio,calido,frio,claro,claro,oscuro,frio,claro,suave,OTOÑO
1105,rubio platino,azul,moreno claro / dorado,suave,suave,brillante,frio,calido,frio,claro,claro,oscuro,frio,claro,suave,OTOÑO
1106,rubio platino,azul,moreno claro / dorado,suave,brillante,suave,frio,calido,frio,claro,claro,oscuro,frio,claro,suave,OTOÑO
1107,rubio platino,azul,moreno claro / dorado,suave,brillante,brillante,frio,calido,frio,claro,claro,oscuro,frio,claro,brillante,OTOÑO
1108,rubio platino,azul,moreno claro / dorado,brillante,suave,suave,frio,calido,frio,claro,claro,oscuro,frio,claro,suave,OTOÑO
1109,rubio platino,azul,moreno claro / dorado,brillante,suave,brillante,frio,calido,frio,claro,claro,oscuro,frio,claro,brillante,OTOÑO
1110,rubio platino,azul,moreno claro / dorado,brillante,brillante,suave,frio,calido,frio,claro,claro,oscuro,frio,claro,brillante,OTOÑO
1111,rubio platino,azul,moreno claro / dorado,brillante,brillante,brillante,frio,calido,frio,claro,claro,oscuro,frio,claro,brillante,OTOÑO
1112,rubio platino,azul,moreno / marrón claro,suave,suave,suave,frio,calido,frio,claro,claro,oscuro,frio,claro,suave,OTOÑO
1113,rubio platino,azul,moreno / marrón claro,suave,suave,brillante,frio,calido,frio,claro,claro,oscuro,frio,claro,suave,OTOÑO
1114,rubio platino,azul,moreno / marrón claro,suave,brillante,suave,frio,calido,frio,claro,claro,oscuro,frio,claro,suave,OTOÑO
1115,rubio platino,azul,moreno / marrón claro,suave,brillante,brillante,frio,calido,frio,claro,claro,oscuro,frio,claro,brillante,OTOÑO
1116,rubio platino,azul,moreno / marrón claro,brillante,suave,suave,frio,calido,frio,claro,claro,oscuro,frio,claro,suave,OTOÑO
1117,rubio platino,azul,moreno / marrón claro,brillante,suave,brillante,frio,calido,frio,claro,claro,oscuro,frio,claro,brillante,OTOÑO
1118,rubio platino,azul,moreno / marrón claro,brillante,brillante,suave,frio,calido,frio,claro,claro,oscuro,frio,claro,brillante,OTOÑO
1119,rubio platino,azul,moreno / marrón claro,brillante,brillante,brillante,frio,calido,frio,claro,claro,oscuro,frio,claro,brillante,OTOÑO
1120,rubio platino,almendra,melocotón,suave,suave,suave,calido,calido,frio,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
1121,rubio platino,almendra,melocotón,suave,suave,brillante,calido,calido,frio,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
1122,rubio platino,almendra,melocotón,suave,brillante,suave,calido,calido,frio,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
1123,rubio platino,almendra,melocotón,suave,brillante,brillante,calido,calido,frio,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
1124,rubio platino,almendra,melocotón,brillante,suave,suave,calido,calido,frio,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
1125,rubio platino,almendra,melocotón,brillante,suave,brillante,calido,calido,frio,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
1126,rubio platino,almendra,melocotón,brillante,brillante,suave,calido,calido,frio,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
1127,rubio platino,almendra,melocotón,brillante,brillante,brillante,calido,calido,frio,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
1128,rubio platino,almendra,blanco / pálido ,suave,suave,suave,calido,frio,frio,claro,oscuro,claro,frio,claro,suave,OTOÑO
1129,rubio platino,almendra,blanco / pálido ,suave,suave,brillante,calido,frio,frio,claro,oscuro,claro,frio,claro,suave,OTOÑO
1130,rubio platino,almendra,blanco / pálido ,suave,brillante,suave,calido,frio,frio,claro,oscuro,claro,frio,claro,suave,OTOÑO
1131,rubio platino,almendra,blanco / pálido ,suave,brillante,brillante,calido,frio,frio,claro,oscuro,claro,frio,claro,brillante,OTOÑO
1132,rubio platino,almendra,blanco / pálido ,brillante,suave,suave,calido,frio,frio,claro,oscuro,claro,frio,claro,suave,OTOÑO
1133,rubio platino,almendra,blanco / pálido ,brillante,suave,brillante,calido,frio,frio,claro,oscuro,claro,frio,claro,brillante,OTOÑO
1134,rubio platino,almendra,blanco / pálido ,brillante,brillante,suave,calido,frio,frio,claro,oscuro,claro,frio,claro,brillante,OTOÑO
1135,rubio platino,almendra,blanco / pálido ,brillante,brillante,brillante,calido,frio,frio,claro,oscuro,claro,frio,claro,brillante,OTOÑO
1136,rubio platino,almendra,rosada,suave,suave,suave,calido,frio,frio,claro,oscuro,claro,frio,claro,suave,OTOÑO
1137,rubio platino,almendra,rosada,suave,suave,brillante,calido,frio,frio,claro,oscuro,claro,frio,claro,suave,OTOÑO
1138,rubio platino,almendra,rosada,suave,brillante,suave,calido,frio,frio,claro,oscuro,claro,frio,claro,suave,OTOÑO
1139,rubio platino,almendra,rosada,suave,brillante,brillante,calido,frio,frio,claro,oscuro,claro,frio,claro,brillante,OTOÑO
1140,rubio platino,almendra,rosada,brillante,suave,suave,calido,frio,frio,claro,oscuro,claro,frio,claro,suave,OTOÑO
1141,rubio platino,almendra,rosada,brillante,suave,brillante,calido,frio,frio,claro,oscuro,claro,frio,claro,brillante,OTOÑO
1142,rubio platino,almendra,rosada,brillante,brillante,suave,calido,frio,frio,claro,oscuro,claro,frio,claro,brillante,OTOÑO
1143,rubio platino,almendra,rosada,brillante,brillante,brillante,calido,frio,frio,claro,oscuro,claro,frio,claro,brillante,OTOÑO
1144,rubio platino,almendra,negro,suave,suave,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1145,rubio platino,almendra,negro,suave,suave,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1146,rubio platino,almendra,negro,suave,brillante,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1147,rubio platino,almendra,negro,suave,brillante,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1148,rubio platino,almendra,negro,brillante,suave,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1149,rubio platino,almendra,negro,brillante,suave,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1150,rubio platino,almendra,negro,brillante,brillante,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1151,rubio platino,almendra,negro,brillante,brillante,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1152,rubio platino,almendra,amarillento,suave,suave,suave,calido,calido,frio,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
1153,rubio platino,almendra,amarillento,suave,suave,brillante,calido,calido,frio,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
1154,rubio platino,almendra,amarillento,suave,brillante,suave,calido,calido,frio,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
1155,rubio platino,almendra,amarillento,suave,brillante,brillante,calido,calido,frio,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
1156,rubio platino,almendra,amarillento,brillante,suave,suave,calido,calido,frio,claro,oscuro,claro,calido,claro,suave,PRIMAVERA
1157,rubio platino,almendra,amarillento,brillante,suave,brillante,calido,calido,frio,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
1158,rubio platino,almendra,amarillento,brillante,brillante,suave,calido,calido,frio,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
1159,rubio platino,almendra,amarillento,brillante,brillante,brillante,calido,calido,frio,claro,oscuro,claro,calido,claro,brillante,PRIMAVERA
1160,rubio platino,almendra,moreno claro / dorado,suave,suave,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1161,rubio platino,almendra,moreno claro / dorado,suave,suave,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1162,rubio platino,almendra,moreno claro / dorado,suave,brillante,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1163,rubio platino,almendra,moreno claro / dorado,suave,brillante,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1164,rubio platino,almendra,moreno claro / dorado,brillante,suave,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1165,rubio platino,almendra,moreno claro / dorado,brillante,suave,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1166,rubio platino,almendra,moreno claro / dorado,brillante,brillante,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1167,rubio platino,almendra,moreno claro / dorado,brillante,brillante,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1168,rubio platino,almendra,moreno / marrón claro,suave,suave,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1169,rubio platino,almendra,moreno / marrón claro,suave,suave,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1170,rubio platino,almendra,moreno / marrón claro,suave,brillante,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1171,rubio platino,almendra,moreno / marrón claro,suave,brillante,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1172,rubio platino,almendra,moreno / marrón claro,brillante,suave,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,suave,VERANO
1173,rubio platino,almendra,moreno / marrón claro,brillante,suave,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1174,rubio platino,almendra,moreno / marrón claro,brillante,brillante,suave,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1175,rubio platino,almendra,moreno / marrón claro,brillante,brillante,brillante,calido,calido,frio,claro,oscuro,oscuro,calido,oscuro,brillante,PRIMAVERA
1176,rubio platino,ámbar,melocotón,suave,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1177,rubio platino,ámbar,melocotón,suave,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1178,rubio platino,ámbar,melocotón,suave,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1179,rubio platino,ámbar,melocotón,suave,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1180,rubio platino,ámbar,melocotón,brillante,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1181,rubio platino,ámbar,melocotón,brillante,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1182,rubio platino,ámbar,melocotón,brillante,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1183,rubio platino,ámbar,melocotón,brillante,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1184,rubio platino,ámbar,blanco / pálido ,suave,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1185,rubio platino,ámbar,blanco / pálido ,suave,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1186,rubio platino,ámbar,blanco / pálido ,suave,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1187,rubio platino,ámbar,blanco / pálido ,suave,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1188,rubio platino,ámbar,blanco / pálido ,brillante,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1189,rubio platino,ámbar,blanco / pálido ,brillante,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1190,rubio platino,ámbar,blanco / pálido ,brillante,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1191,rubio platino,ámbar,blanco / pálido ,brillante,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1192,rubio platino,ámbar,rosada,suave,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1193,rubio platino,ámbar,rosada,suave,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1194,rubio platino,ámbar,rosada,suave,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1195,rubio platino,ámbar,rosada,suave,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1196,rubio platino,ámbar,rosada,brillante,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1197,rubio platino,ámbar,rosada,brillante,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1198,rubio platino,ámbar,rosada,brillante,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1199,rubio platino,ámbar,rosada,brillante,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1200,rubio platino,ámbar,negro,suave,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1201,rubio platino,ámbar,negro,suave,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1202,rubio platino,ámbar,negro,suave,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1203,rubio platino,ámbar,negro,suave,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1204,rubio platino,ámbar,negro,brillante,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1205,rubio platino,ámbar,negro,brillante,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1206,rubio platino,ámbar,negro,brillante,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1207,rubio platino,ámbar,negro,brillante,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1208,rubio platino,ámbar,amarillento,suave,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1209,rubio platino,ámbar,amarillento,suave,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1210,rubio platino,ámbar,amarillento,suave,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1211,rubio platino,ámbar,amarillento,suave,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1212,rubio platino,ámbar,amarillento,brillante,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1213,rubio platino,ámbar,amarillento,brillante,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1214,rubio platino,ámbar,amarillento,brillante,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1215,rubio platino,ámbar,amarillento,brillante,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1216,rubio platino,ámbar,moreno claro / dorado,suave,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1217,rubio platino,ámbar,moreno claro / dorado,suave,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1218,rubio platino,ámbar,moreno claro / dorado,suave,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1219,rubio platino,ámbar,moreno claro / dorado,suave,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1220,rubio platino,ámbar,moreno claro / dorado,brillante,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1221,rubio platino,ámbar,moreno claro / dorado,brillante,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1222,rubio platino,ámbar,moreno claro / dorado,brillante,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1223,rubio platino,ámbar,moreno claro / dorado,brillante,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1224,rubio platino,ámbar,moreno / marrón claro,suave,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1225,rubio platino,ámbar,moreno / marrón claro,suave,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1226,rubio platino,ámbar,moreno / marrón claro,suave,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1227,rubio platino,ámbar,moreno / marrón claro,suave,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1228,rubio platino,ámbar,moreno / marrón claro,brillante,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1229,rubio platino,ámbar,moreno / marrón claro,brillante,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1230,rubio platino,ámbar,moreno / marrón claro,brillante,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1231,rubio platino,ámbar,moreno / marrón claro,brillante,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1232,rubio platino,verde,melocotón,suave,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1233,rubio platino,verde,melocotón,suave,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1234,rubio platino,verde,melocotón,suave,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1235,rubio platino,verde,melocotón,suave,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1236,rubio platino,verde,melocotón,brillante,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1237,rubio platino,verde,melocotón,brillante,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1238,rubio platino,verde,melocotón,brillante,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1239,rubio platino,verde,melocotón,brillante,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1240,rubio platino,verde,blanco / pálido ,suave,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1241,rubio platino,verde,blanco / pálido ,suave,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1242,rubio platino,verde,blanco / pálido ,suave,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1243,rubio platino,verde,blanco / pálido ,suave,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1244,rubio platino,verde,blanco / pálido ,brillante,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1245,rubio platino,verde,blanco / pálido ,brillante,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1246,rubio platino,verde,blanco / pálido ,brillante,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1247,rubio platino,verde,blanco / pálido ,brillante,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1248,rubio platino,verde,rosada,suave,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1249,rubio platino,verde,rosada,suave,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1250,rubio platino,verde,rosada,suave,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1251,rubio platino,verde,rosada,suave,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1252,rubio platino,verde,rosada,brillante,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1253,rubio platino,verde,rosada,brillante,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1254,rubio platino,verde,rosada,brillante,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1255,rubio platino,verde,rosada,brillante,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1256,rubio platino,verde,negro,suave,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1257,rubio platino,verde,negro,suave,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1258,rubio platino,verde,negro,suave,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1259,rubio platino,verde,negro,suave,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1260,rubio platino,verde,negro,brillante,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1261,rubio platino,verde,negro,brillante,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1262,rubio platino,verde,negro,brillante,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1263,rubio platino,verde,negro,brillante,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1264,rubio platino,verde,amarillento,suave,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1265,rubio platino,verde,amarillento,suave,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1266,rubio platino,verde,amarillento,suave,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1267,rubio platino,verde,amarillento,suave,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1268,rubio platino,verde,amarillento,brillante,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1269,rubio platino,verde,amarillento,brillante,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1270,rubio platino,verde,amarillento,brillante,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1271,rubio platino,verde,amarillento,brillante,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1272,rubio platino,verde,moreno claro / dorado,suave,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1273,rubio platino,verde,moreno claro / dorado,suave,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1274,rubio platino,verde,moreno claro / dorado,suave,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1275,rubio platino,verde,moreno claro / dorado,suave,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1276,rubio platino,verde,moreno claro / dorado,brillante,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1277,rubio platino,verde,moreno claro / dorado,brillante,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1278,rubio platino,verde,moreno claro / dorado,brillante,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1279,rubio platino,verde,moreno claro / dorado,brillante,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1280,rubio platino,verde,moreno / marrón claro,suave,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1281,rubio platino,verde,moreno / marrón claro,suave,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1282,rubio platino,verde,moreno / marrón claro,suave,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1283,rubio platino,verde,moreno / marrón claro,suave,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1284,rubio platino,verde,moreno / marrón claro,brillante,suave,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,suave,PRIMAVERA
1285,rubio platino,verde,moreno / marrón claro,brillante,suave,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1286,rubio platino,verde,moreno / marrón claro,brillante,brillante,suave,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1287,rubio platino,verde,moreno / marrón claro,brillante,brillante,brillante,calido,calido,frio,claro,claro,oscuro,calido,claro,brillante,PRIMAVERA
1288,rubio platino,miel,melocotón,suave,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1289,rubio platino,miel,melocotón,suave,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1290,rubio platino,miel,melocotón,suave,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1291,rubio platino,miel,melocotón,suave,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1292,rubio platino,miel,melocotón,brillante,suave,suave,calido,calido,frio,claro,claro,claro,calido,claro,suave,PRIMAVERA
1293,rubio platino,miel,melocotón,brillante,suave,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1294,rubio platino,miel,melocotón,brillante,brillante,suave,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1295,rubio platino,miel,melocotón,brillante,brillante,brillante,calido,calido,frio,claro,claro,claro,calido,claro,brillante,PRIMAVERA
1296,rubio platino,miel,blanco / pálido ,suave,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1297,rubio platino,miel,blanco / pálido ,suave,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1298,rubio platino,miel,blanco / pálido ,suave,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1299,rubio platino,miel,blanco / pálido ,suave,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1300,rubio platino,miel,blanco / pálido ,brillante,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1301,rubio platino,miel,blanco / pálido ,brillante,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1302,rubio platino,miel,blanco / pálido ,brillante,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1303,rubio platino,miel,blanco / pálido ,brillante,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1304,rubio platino,miel,rosada,suave,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1305,rubio platino,miel,rosada,suave,suave,brillante,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1306,rubio platino,miel,rosada,suave,brillante,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
1307,rubio platino,miel,rosada,suave,brillante,brillante,calido,frio,frio,claro,claro,claro,frio,claro,brillante,OTOÑO
1308,rubio platino,miel,rosada,brillante,suave,suave,calido,frio,frio,claro,claro,claro,frio,claro,suave,OTOÑO
